,Unnamed: 0,Unnamed: 0.1,title,address,categoryName,lat,lon,totalScore,reviewsCount,price,price_cont,our_rating,star_nr,categories_tuple,geometry,index_right,neighbourhood,neighbourhood_group,final_categories
520,516,40358,KiK Berlin-Wedding,"Müllerstraße 141, 13353 Berlin, Germany",Clothing store,52.5488399,13.353878,3.7,65,,,3.58,64,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", 'Plus size clothing store', ""Women's clothing store"")",POINT (13.34817168974995 52.55226343769123),21,Parkviertel,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', 'Plus size clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
521,517,40422,Peek & Cloppenburg,"Tauentzienstraße 19, 10789 Berlin, Germany",Clothing store,52.502529,13.3397129,4.2,3323,,,4.37,82,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", 'Tuxedo shop', ""Women's clothing store"")",POINT (13.334009870990634 52.505947071775964),102,Kurfürstendamm,Charlottenburg-Wilm.,"[""Men's clothing store"", ""Women's clothing store"", 'Formal wear store', ""Children's clothing store"", 'General clothing store']"
522,518,40453,Peek & Cloppenburg,"Tauentzienstraße 19, 10789 Berlin, Germany",Clothing store,52.502529,13.3397129,4.2,3320,,,4.37,82,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", 'Tuxedo shop', ""Women's clothing store"")",POINT (13.334009870990634 52.505947071775964),102,Kurfürstendamm,Charlottenburg-Wilm.,"[""Men's clothing store"", ""Women's clothing store"", 'Formal wear store', ""Children's clothing store"", 'General clothing store']"
523,519,40504,Primark,"Gropius Passagen, Johannisthaler Ch 301, 12351 Berlin, Germany",Clothing store,52.4301816,13.4568114,4.0,1027,,,4.06,150,"('Clothing store',)",POINT (13.45114015876273 52.43359782590734),126,Gropiusstadt,Neukölln,['General clothing store']
524,520,40554,Primark,"Gropius Passagen, Johannisthaler Ch 301, 12351 Berlin, Germany",Clothing store,52.4301816,13.4568114,4.0,1024,,,4.06,150,"('Clothing store',)",POINT (13.45114015876273 52.43359782590734),126,Gropiusstadt,Neukölln,['General clothing store']
525,521,40604,Primark,"Gropius Passagen, Johannisthaler Ch 301, 12351 Berlin, Germany",Clothing store,52.4301816,13.4568114,4.0,1025,,,4.06,150,"('Clothing store',)",POINT (13.45114015876273 52.43359782590734),126,Gropiusstadt,Neukölln,['General clothing store']
526,522,40654,Tchibo im Supermarkt,"Siemensdamm 43-44, 13629 Berlin, Germany",Coffee store,52.5362344,13.2748373,3.9,7,,,3.8,15,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.26911745005408 52.539652821135796),54,Siemensstadt,Spandau,"[""Women's clothing store"", 'General clothing store']"
527,523,40669,Kindsgut GmbH,"Altonaer Str. 83A, 13581 Berlin, Germany",Baby store,52.5324741,13.1834356,4.7,12,,,4.2,10,"('Baby store', ""Children's furniture store"", 'Toy store')",POINT (13.177698706422925 52.53588770933339),47,Brunsbütteler Damm,Spandau,['Baby clothing store']
528,524,40679,Giorgio Armani,"Kurfürstendamm 54, 10707 Berlin, Germany",Boutique,52.5013769,13.3154777,4.0,26,,,4.4,30,"('Boutique',)",POINT (13.309770170528369 52.5047936842061),102,Kurfürstendamm,Charlottenburg-Wilm.,['Formal wear store']
529,525,40709,Primark,"Walther-Schreiber-Platz 1 Schloss-Straßen-Center, 12161 Berlin, Germany",Clothing store,52.4653307,13.3277142,4.0,4403,€,1.0,3.81,130,"('Clothing store',)",POINT (13.322013680100378 52.468744351302895),61,Friedenau,Tempelhof - Schöneberg,['General clothing store']
530,526,40735,Primark,"Walther-Schreiber-Platz 1 Schloss-Straßen-Center, 12161 Berlin, Germany",Clothing store,52.4653307,13.3277142,4.0,4400,€,1.0,3.81,130,"('Clothing store',)",POINT (13.322013680100378 52.468744351302895),61,Friedenau,Tempelhof - Schöneberg,['General clothing store']
531,527,40839,AX Armani Exchange,"Mall of Berlin - City Shoping Center, Leipziger Pl. 12, 10117 Berlin, Germany",Boutique,52.510111,13.3795904,4.4,48,,,4.74,27,"('Boutique',)",POINT (13.373894043748464 52.513531775846275),111,Tiergarten Süd,Mitte,['Formal wear store']
532,528,40856,AX Armani Exchange,"Mall of Berlin - City Shoping Center, Leipziger Pl. 12, 10117 Berlin, Germany",Boutique,52.510111,13.3795904,4.3,47,,,4.74,27,"('Boutique',)",POINT (13.373894043748464 52.513531775846275),111,Tiergarten Süd,Mitte,['Formal wear store']
533,529,40866,Schickimicki,"Pichelsdorfer Str. 97, 13595 Berlin, Germany",Boutique,52.5233849,13.1974202,5.0,1,,,5.0,2,"('Boutique',)",POINT (13.191687171769923 52.526798249144846),52,Wilhelmstadt,Spandau,['Formal wear store']
534,530,40868,Gucci Ka: De: We:,"Tauentzienstraße 21/ 24, 10789 Berlin, Germany",Women's clothing store,52.5021264,13.3412838,3.5,74,,,3.52,92,"(""Women's clothing store"", ""Children's clothing store"", 'Fashion accessories store', 'Jewelry store', 'Leather goods store', ""Men's clothing store"", 'Watch store')",POINT (13.335581124519718 52.505544505906414),102,Kurfürstendamm,Charlottenburg-Wilm.,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'Jewelry store', 'Leather store']"
535,531,40960,Primark,"ZOOM Berlin, Joachimsthaler Str. 3, 10623 Berlin, Germany",Clothing store,52.5055561,13.3313627,4.2,6260,€€€,3.0,4.04,92,"('Clothing store',)",POINT (13.325657676884825 52.50897408188767),104,Kantstraße,Charlottenburg-Wilm.,['General clothing store']
536,532,41006,Primark,"ZOOM Berlin, Joachimsthaler Str. 3, 10623 Berlin, Germany",Clothing store,52.5055561,13.3313627,4.2,6258,€€€,3.0,4.04,92,"('Clothing store',)",POINT (13.325657676884825 52.50897408188767),104,Kantstraße,Charlottenburg-Wilm.,['General clothing store']
537,533,41052,Tchibo im Supermarkt,"Am Juliusturm 40-46, 13599 Berlin, Germany",Coffee store,52.5378805,13.2191956,5.0,1,,,5.0,3,"('Clothing store', 'Coffee store', ""Women's clothing store"")",POINT (13.213464860081373 52.54129639957009),96,Haselhorst,Spandau,"[""Women's clothing store"", 'General clothing store']"
538,534,41055,LACOSTE,"Mall Of Berlin, Leipziger Pl. 12, 10117 Berlin, Germany",Clothing store,52.510111,13.3795904,4.4,99,,,4.55,100,"('Clothing store', ""Children's clothing store"", 'Fashion accessories store', 'Leather goods store', ""Men's clothing store"", 'Shoe store', 'Sporting goods store', 'Sportswear store', ""Women's clothing store"")",POINT (13.373894043748464 52.513531775846275),111,Tiergarten Süd,Mitte,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'Footwear store', 'Leather store', 'General clothing store']"
539,535,41075,LACOSTE,"Mall Of Berlin, Leipziger Pl. 12, 10117 Berlin, Germany",Clothing store,52.510111,13.3795904,4.4,98,,,4.55,100,"('Clothing store', ""Children's clothing store"", 'Fashion accessories store', 'Leather goods store', ""Men's clothing store"", 'Shoe store', 'Sporting goods store', 'Sportswear store', ""Women's clothing store"")",POINT (13.373894043748464 52.513531775846275),111,Tiergarten Süd,Mitte,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'Footwear store', 'Leather store', 'General clothing store']"
540,536,41155,AX Armani Exchange,"KU'DAMM, Kurfürstendamm 29, 10719 Berlin, Germany",Clothing store,52.5033234,13.3263885,4.0,9,,,4.0,18,"('Clothing store', 'Leather goods store', 'Shoe store')",POINT (13.320682811614702 52.50674091145164),104,Kantstraße,Charlottenburg-Wilm.,"['Footwear store', 'Leather store', 'General clothing store']"
541,537,41173,radi55 - mode & more,"Pichelsdorfer Str. 55, 13595 Berlin, Germany",Women's clothing store,52.5186229,13.1976095,5.0,13,,,5.0,10,"(""Women's clothing store"", 'Clothing store')",POINT (13.19187712803201 52.522035766927885),52,Wilhelmstadt,Spandau,"[""Women's clothing store"", 'General clothing store']"
542,538,41183,Lacoste,"Kurfürstendamm 213, 10719 Berlin, Germany",Clothing store,52.5023583,13.3258401,3.9,144,,,3.11,125,"('Clothing store', ""Children's clothing store"", 'Fashion accessories store', 'Leather goods store', ""Men's clothing store"", 'Shoe store', 'Sporting goods store', 'Sportswear store', ""Women's clothing store"")",POINT (13.320134431374036 52.50577568533385),104,Kantstraße,Charlottenburg-Wilm.,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'Footwear store', 'Leather store', 'General clothing store']"
543,539,41308,KiK Berlin,"Am Juliusturm 40, 13599 Berlin, Germany",Clothing store,52.537813,13.2196756,4.0,29,,,4.5,18,"('Clothing store',)",POINT (13.213944960946373 52.54122891584425),96,Haselhorst,Spandau,['General clothing store']
544,540,41326,Nasma نسمة,"Neuendorfer Str. 17, 13585 Berlin, Germany",Clothing store,52.5451523,13.2081865,2.7,7,,,2.6,15,"('Clothing store',)",POINT (13.202452700863851 52.54856841681344),115,Spandau Mitte,Spandau,['General clothing store']
545,541,41341,Hunkemöller,"Klosterstraße 3, 13581 Berlin, Germany",Lingerie store,52.5337074,13.1965229,4.2,104,,,4.16,64,"('Lingerie store', 'Clothing store', 'Swimwear store', ""Women's clothing store"")",POINT (13.190788355196542 52.53712177081341),115,Spandau Mitte,Spandau,"['Swimwear store', ""Women's clothing store"", 'Underwear store', 'General clothing store']"
546,542,41405,Ernsting's family,"Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.5336636,13.1961556,3.6,14,,,2.8,10,"('Clothing store',)",POINT (13.190420990468498 52.53707794849774),115,Spandau Mitte,Spandau,['General clothing store']
547,543,41415,Ernsting's family,"Carl-Schurz-Straße 44, 13597 Berlin, Germany",Clothing store,52.5377629,13.2043676,3.9,45,,,3.89,38,"('Clothing store',)",POINT (13.19863403125575 52.541178069329085),115,Spandau Mitte,Spandau,['General clothing store']
548,544,41453,Zeeman Berlin Breite Straße,"Breite Str. 13, 13597 Berlin, Germany",Clothing store,52.5360351,13.2044402,3.8,43,,,3.83,12,"('Clothing store',)",POINT (13.198706870283601 52.539450094557374),115,Spandau Mitte,Spandau,['General clothing store']
549,545,41465,Jeans & Wind am Markt,"Marktstraße 7, 13597 Berlin, Germany",Clothing store,52.5369956,13.2037643,4.5,6,,,4.67,6,"('Clothing store',)",POINT (13.198030715517126 52.5404106609285),115,Spandau Mitte,Spandau,['General clothing store']
550,546,41471,K&K Textilien,"Breite Str. 51, 13597 Berlin, Germany",Clothing store,52.537429,13.2056855,4.5,2,,,4.5,4,"('Clothing store',)",POINT (13.19995222752652 52.54084419871335),115,Spandau Mitte,Spandau,['General clothing store']
551,547,41475,Greta & Luis,"Rosenthaler Str. 15, 10119 Berlin, Germany",Clothing store,52.5272382,13.4030676,3.9,28,,,2.75,8,"('Clothing store', 'Boutique')",POINT (13.397373537223599 52.53066187517569),18,Brunnenstr. Süd,Mitte,"['Formal wear store', 'General clothing store']"
552,548,41483,BLESS,"Oderberger Str. 60, 10435 Berlin, Germany",Clothing store,52.5376624,13.4108674,4.4,22,,,4.7,50,"('Clothing store', 'Fashion accessories store', 'Furniture store')",POINT (13.405173487227527 52.541087527432886),35,Prenzlauer Berg Nordwest,Pankow,"['Fashion accessories store', 'Home supplies store', 'General clothing store']"
553,549,41523,BLESS,"Oderberger Str. 60, 10435 Berlin, Germany",Clothing store,52.5376624,13.4108674,4.4,22,,,4.7,50,"('Clothing store', 'Clothing Accessories Store', 'Furniture store')",POINT (13.405173487227527 52.541087527432886),35,Prenzlauer Berg Nordwest,Pankow,"['Fashion accessories store', 'Home supplies store', 'General clothing store']"
554,550,41533,Hoolywood Gegenwear,"Schönhauser Allee 43, 10435 Berlin, Germany",Clothing store,52.5400789,13.4125351,4.7,82,,,4.95,40,"('Clothing store',)",POINT (13.406841195014382 52.543504357330185),35,Prenzlauer Berg Nordwest,Pankow,['General clothing store']
555,551,41573,GOD BLESS YOU BERLIN,"Kastanienallee 31, 10435 Berlin, Germany",Clothing store,52.5370063,13.407823,4.1,48,,,4.09,96,"('Clothing store', 'Bag shop')",POINT (13.402128587137925 52.54043121318465),113,Brunnenstr. Nord,Mitte,"['Bag store', 'General clothing store']"
556,552,41669,Jyoti - FairWorks,"Oderberger Str. 42, 10435 Berlin, Germany",Clothing store,52.5394239,13.4068921,4.5,11,,,4.2,25,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Costume jewelry shop', 'Fabric store', 'Office of a fair trade organization', 'Fashion accessories store')",POINT (13.401197195406967 52.54284901817655),113,Brunnenstr. Nord,Mitte,"['Baby clothing store', 'Fashion accessories store', ""Children's clothing store"", 'Emboidery & Clothing alternation store', 'Jewelry store', 'General clothing store']"
557,553,41689,Jyoti - FairWorks,"Oderberger Str. 42, 10435 Berlin, Germany",Clothing store,52.5394239,13.4068921,4.5,11,,,4.2,25,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Costume jewelry shop', 'Fabric store', 'Fair Trade Organization', 'Clothing Accessories Store')",POINT (13.401197195406967 52.54284901817655),113,Brunnenstr. Nord,Mitte,"['Baby clothing store', 'Fashion accessories store', ""Children's clothing store"", 'Emboidery & Clothing alternation store', 'Jewelry store', 'General clothing store']"
558,554,41694,thatchers berlin,"Kastanienallee 21, 10435 Berlin, Germany",Clothing store,52.5380706,13.4089237,4.9,9,,,5.0,6,"('Clothing store',)",POINT (13.403229360918607 52.541495676100624),35,Prenzlauer Berg Nordwest,Pankow,['General clothing store']
559,555,41700,fine and ripp,"Kastanienallee 91/92, 10435 Berlin, Germany",Clothing store,52.5382952,13.40966,4.9,126,,,4.89,211,"('Clothing store', 'Jeans shop', ""Men's clothing store"", 'Shoe store', 'Vintage clothing store')",POINT (13.403965773338848 52.541720334728524),35,Prenzlauer Berg Nordwest,Pankow,"[""Men's clothing store"", 'Vintage clothing store', 'Footwear store', 'Jeans store', 'General clothing store']"
560,556,41911,Nikki Landers,"Oderberger Str. 40, 10435 Berlin, Germany",Clothing store,52.539569,13.4065801,5.0,1,,,5.0,2,"('Clothing store',)",POINT (13.400885116675402 52.542994118156194),113,Brunnenstr. Nord,Mitte,['General clothing store']
561,557,41913,Dudes Factory,"Kastanienallee 87, 10435 Berlin, Germany",Clothing store,52.537804,13.4091276,4.7,138,,,4.57,126,"('Clothing store',)",POINT (13.403433334596324 52.54122905836545),35,Prenzlauer Berg Nordwest,Pankow,['General clothing store']
562,558,42039,wunderwerk store Berlin-Prenzlauer Berg,"Kastanienallee 11, 10435 Berlin, Germany",Clothing store,52.5393075,13.4102126,3.9,15,,,4.0,25,"('Clothing store',)",POINT (13.404518348532472 52.54273276590249),35,Prenzlauer Berg Nordwest,Pankow,['General clothing store']
563,559,42064,Oftt,"Oderberger Str. 37, 10435 Berlin, Germany",Clothing store,52.5397773,13.4058477,4.3,18,,,4.33,144,"('Clothing store',)",POINT (13.40015254898149 52.54320240443757),113,Brunnenstr. Nord,Mitte,['General clothing store']
564,560,42208,Broke + Schön Pberg,"Kastanienallee 19-20, 10435 Berlin, Germany",Clothing store,52.538231,13.408957,4.6,69,,,4.47,45,"('Clothing store', 'Fashion accessories store')",POINT (13.403262646561434 52.54165609427491),35,Prenzlauer Berg Nordwest,Pankow,"['Fashion accessories store', 'General clothing store']"
565,561,42238,Broke + Schön Pberg,"Kastanienallee 19-20, 10435 Berlin, Germany",Clothing store,52.538231,13.408957,4.6,69,,,4.47,45,"('Clothing store', 'Clothing Accessories Store')",POINT (13.403262646561434 52.54165609427491),35,Prenzlauer Berg Nordwest,Pankow,"['Fashion accessories store', 'General clothing store']"
566,562,42253,slow friday - fair fashion store,"Gormannstraße 25, 10119 Berlin, Germany",Clothing store,52.5273261,13.4043867,4.8,10,,,4.75,32,"('Clothing store',)",POINT (13.398692879250083 52.530749847720635),18,Brunnenstr. Süd,Mitte,['General clothing store']
567,563,42285,vintage stuff,"Zehdenicker Str. 14, 10119 Berlin, Germany",Vintage clothing store,52.5310792,13.4030624,4.5,64,,,4.69,87,"('Vintage clothing store',)",POINT (13.3973678393612 52.534503271768045),18,Brunnenstr. Süd,Mitte,['Vintage clothing store']
568,564,42372,EDWIN Store,"Rochstraße 18, 10178 Berlin, Germany",Clothing store,52.5240961,13.4077947,4.6,45,,,4.82,114,"('Clothing store',)",POINT (13.402101951606465 52.527519677940894),17,Alexanderplatz,Mitte,['General clothing store']
569,565,42486,OLYMP Store Berlin Alexa,"Grunerstraße 20, 10179 Berlin, Germany",Men's clothing store,52.5198501,13.4160346,4.2,70,,,4.63,121,"(""Men's clothing store"", 'Clothing store')",POINT (13.410343983251817 52.52327363551296),17,Alexanderplatz,Mitte,"[""Men's clothing store"", 'General clothing store']"
570,566,42511,OLYMP Store Berlin Alexa,"Grunerstraße 20, 10179 Berlin, Germany",Clothing store,52.5198501,13.4160346,4.2,70,,,4.63,121,"('Clothing store', ""Men's clothing store"")",POINT (13.410343983251817 52.52327363551296),17,Alexanderplatz,Mitte,"[""Men's clothing store"", 'General clothing store']"
571,567,42607,zero Store,"Grunerstraße 20, 10179 Berlin, Germany",Women's clothing store,52.519901,13.4147929,4.4,15,,,4.43,21,"(""Women's clothing store"", 'Clothing store', 'Fashion accessories store')",POINT (13.4091020381616 52.52332448106235),17,Alexanderplatz,Mitte,"[""Women's clothing store"", 'Fashion accessories store', 'General clothing store']"
572,568,42628,Böhm Mode,"Holsteinische Str. 49, 12163 Berlin, Germany",Clothing store,52.4640635,13.3292031,5.0,2,,,5.0,8,"('Clothing store',)",POINT (13.323503029225153 52.46747709216597),61,Friedenau,Tempelhof - Schöneberg,['General clothing store']
573,569,42636,Desigual,"Schloßstraße 15, 12163 Berlin, Germany",Clothing store,52.462,13.325,4.3,85,,,4.3,90,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.319299390128613 52.4654131764575),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
574,570,42726,Cecil,"Karstadt, Schloßstraße 7-10, 12163 Berlin, Germany",Clothing store,52.4630312,13.3256968,3.8,4,,,3.0,4,"('Clothing store',)",POINT (13.319996190471638 52.466444516554674),50,Schloßstr.,Steglitz - Zehlendorf,['General clothing store']
575,571,42730,Hirmer GROSSE GRÖSSEN Berlin,"Schloßstraße 130, 12163 Berlin, Germany",Men's clothing store,52.4646437,13.3286062,4.6,367,,,4.45,160,"(""Men's clothing store"", 'Clothing store', 'Plus size clothing store')",POINT (13.322905939849123 52.468057323330335),61,Friedenau,Tempelhof - Schöneberg,"[""Men's clothing store"", 'Plus size clothing store', 'General clothing store']"
576,572,42890,Seconda Mano,"Charlottenburger Str. 8A, 14169 Berlin, Germany",Used clothing store,52.4366727,13.2651529,4.9,21,,,4.93,28,"('Used clothing store',)",POINT (13.25944409803692 52.44008037387925),59,Zehlendorf  Nord,Steglitz - Zehlendorf,['Second hand clothing store']
577,573,42918,Dania Boutique Änderungsschneiderei,"Brüderstraße 14, 13595 Berlin, Germany",Clothing alteration service,52.5235219,13.1972655,4.8,96,,,5.0,62,"('Clothing alteration service', 'Boutique', 'Bridal shop', 'Custom tailor', 'Wedding store')",POINT (13.191532424271761 52.526935255787464),52,Wilhelmstadt,Spandau,"['Formal wear store', 'Emboidery & Clothing alternation store', 'Bridal store']"
578,574,42980,Schäkel-Boutique,"Am Pichelssee 41, 13595 Berlin, Germany",Boutique,52.5081622,13.1980989,4.3,3,,,4.5,2,"('Boutique',)",POINT (13.192367983105514 52.5115740111718),52,Wilhelmstadt,Spandau,['Formal wear store']
579,575,42982,"Emil & Evelinchen Kindermoden, Fachgeschäft für Kinderbekleidung","Reichsstraße 93, 14052 Berlin, Germany",Children's clothing store,52.5133731,13.2651555,5.0,5,,,5.0,3,"(""Children's clothing store"", 'Baby clothing store', 'Baby store', 'Youth clothing store')",POINT (13.259436762356055 52.516788693181134),109,Westend,Charlottenburg-Wilm.,"['Baby clothing store', ""Children's clothing store"", 'Youth clothing store']"
580,576,42985,Moncler,"Kurfürstendamm 190-192, 10707 Berlin, Germany",Boutique,52.5010106,13.3173426,3.8,60,,,3.22,45,"('Boutique',)",POINT (13.311635475719557 52.504427436332975),102,Kurfürstendamm,Charlottenburg-Wilm.,['Formal wear store']
581,577,43008,Moncler,"Kurfürstendamm 190-192, 10707 Berlin, Germany",Boutique,52.5010106,13.3173426,3.9,59,,,3.22,45,"('Boutique',)",POINT (13.311635475719557 52.504427436332975),102,Kurfürstendamm,Charlottenburg-Wilm.,['Formal wear store']
582,578,43030,Wolford Boutique Berlin,"Kurfürstendamm 48, 10707 Berlin, Germany",Boutique,52.5017359,13.318422,4.5,25,,,4.11,44,"('Boutique', 'Clothing store', 'Fashion accessories store', 'Lingerie store', ""Women's clothing store"")",POINT (13.312714988847773 52.505152863300296),102,Kurfürstendamm,Charlottenburg-Wilm.,"[""Women's clothing store"", 'Fashion accessories store', 'Formal wear store', 'Underwear store', 'General clothing store']"
583,579,43074,ARKET Store,"Kurfürstendamm 19-24, 10719 Berlin, Germany",Clothing store,52.5038013,13.3300389,4.3,224,,,4.2,150,"('Clothing store', 'Baby clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.324333850107653 52.50721903682501),104,Kantstraße,Charlottenburg-Wilm.,"[""Men's clothing store"", ""Women's clothing store"", 'Baby clothing store', ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
